timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.A,volume_transparency.C,volume_transparency.D
2021-11-14T00:00:00Z,7.20446759,7.27206913,6.89789195,7.06385342,188820777.64,7.20323562,7.26994996,6.89972936,7.06269972,64771203.41,64771203,88184651,35864922
2021-11-13T00:00:00Z,7.19349524,7.33701443,7.06662150,7.20545477,201882336.77,7.19126835,7.33209692,7.06492898,7.20419944,72848897.14,72848897,100270213,28763226
2021-11-12T00:00:00Z,7.37616756,7.47538001,6.88497270,7.19902803,358612725.54,7.37549534,7.48147868,6.88211294,7.19774416,138864525.02,138864525,167504117,52244083
2021-11-11T00:00:00Z,7.34942406,7.47948400,7.12854334,7.37785800,368906273.04,7.34324784,7.47455237,7.12799033,7.37787812,149785630.26,149785630,172315139,46805503
2021-11-10T00:00:00Z,7.93022253,8.22463189,6.43750619,7.36439131,672372135.95,7.92544854,8.21574216,6.42278406,7.35623445,265076598.67,265076598,295364689,111930847
2021-11-09T00:00:00Z,7.88025791,8.49346469,7.71775282,7.92552146,636633291.68,7.87887705,8.49491383,7.71439887,7.91852516,267259814.54,267259814,284613474,84760002
2021-11-08T00:00:00Z,7.46747149,7.91903084,7.38390246,7.87772570,347233636.70,7.46512127,7.91034229,7.38701936,7.87460693,135678227.67,135678227,156560669,54994739
2021-11-07T00:00:00Z,7.49271501,7.54633135,7.36620270,7.46878107,197716743.16,7.49004347,7.54523125,7.36751309,7.46810226,69084938.96,69084938,94545900,34085903
2021-11-06T00:00:00Z,7.58533393,7.69669728,7.16784425,7.49438304,299474207.82,7.58092644,7.69192786,7.16188691,7.49075797,115058087.38,115058087,137735280,46680839
2021-11-05T00:00:00Z,7.73496960,8.14786158,7.53998444,7.58103293,459165310.08,7.73459428,8.14502118,7.53631012,7.57490673,187665604.92,187665604,211009384,60490320
2021-11-04T00:00:00Z,7.42475786,7.82483940,7.31770267,7.75247634,474975775.11,7.42373153,7.82221944,7.31650976,7.75044613,193525994.47,193525994,222153396,59296384
2021-11-03T00:00:00Z,7.62999150,7.65218247,7.08244928,7.40996022,394734876.07,7.62892851,7.65458933,7.07992140,7.40989365,163453719.35,163453719,182029500,49251655
2021-11-02T00:00:00Z,7.32525758,7.94490878,7.31194658,7.63223150,418207966.58,7.32389349,7.95008484,7.31503983,7.63315475,178297809.35,178297809,189716066,50194091
2021-11-01T00:00:00Z,7.23473775,7.73904690,6.93194787,7.32645361,489664991.58,7.23357389,7.73443169,6.92831298,7.32348058,203343953.60,203343953,230893824,55427213
2021-10-31T00:00:00Z,8.22106509,8.56639863,7.02050942,7.23231250,751215892.01,8.21878244,8.56255008,7.02215554,7.23296390,312941211.58,312941211,356763467,81511213
2021-10-30T00:00:00Z,7.01642813,8.61952960,6.80118340,8.22728516,1122260569.00,7.00889780,8.61368190,6.79433719,8.22808800,455142042.96,455142042,570164839,96953686
2021-10-29T00:00:00Z,6.47017088,7.24953109,6.37874544,7.02402377,468726621.16,6.46362913,7.24797358,6.37504130,7.01721191,182922027.05,182922027,227070754,58733839
2021-10-28T00:00:00Z,6.18077873,6.55079158,6.09478834,6.47100291,346246685.95,6.17333663,6.54649141,6.09239437,6.46919724,137605687.81,137605687,158495184,50145813
2021-10-27T00:00:00Z,7.03291991,7.38390031,5.68572219,6.17513366,652305959.09,7.02873091,7.37698279,5.70088340,6.16775459,267922827.56,267922827,305438444,78944687
2021-10-26T00:00:00Z,6.81634505,7.39279947,6.74905090,7.03244964,454465114.25,6.81033180,7.38883170,6.74505951,7.03099408,182310355.28,182310355,223880300,48274458
2021-10-25T00:00:00Z,6.45308336,6.89963084,6.41727763,6.80148953,309459935.19,6.44734633,6.89842496,6.41518022,6.79715195,116122643.62,116122643,160405252,32932039
2021-10-24T00:00:00Z,6.54631443,6.85566511,6.33025417,6.45712321,331302800.90,6.53937515,6.85205346,6.32479325,6.45240669,126588840.49,126588840,167740393,36973567
2021-10-23T00:00:00Z,6.67664428,6.71755219,6.36847007,6.54701010,249793938.98,6.67306298,6.71617690,6.36578703,6.54188917,92751376.76,92751376,125364948,31677613
2021-10-22T00:00:00Z,5.99627481,6.80636395,5.97750236,6.67968583,617451893.34,5.98723495,6.79400032,5.96594078,6.67236575,237194023.98,237194023,314012222,66245646
2021-10-21T00:00:00Z,6.23113147,6.32414580,5.93372234,6.00444461,327307300.93,6.22883701,6.31731832,5.92932000,6.00186323,117094922.96,117094922,169377436,40834941
2021-10-20T00:00:00Z,5.93772087,6.24720225,5.86261110,6.22706561,220055123.37,5.93472354,6.24615335,5.86645873,6.22484984,79852181.92,79852181,112202833,28000107
2021-10-19T00:00:00Z,5.85119872,6.10585781,5.81848034,5.93944769,173096222.88,5.85068941,6.10753279,5.81880324,5.93725561,58408197.22,58408197,90430259,24257766
2021-10-18T00:00:00Z,5.96938808,6.05373129,5.76302229,5.85519053,196455899.62,5.96984659,6.05217844,5.76342684,5.85498898,66997100.44,66997100,103189879,26268919
2021-10-17T00:00:00Z,6.14771798,6.16419530,5.73189391,5.97142033,225580064.18,6.14594960,6.16426462,5.73596834,5.97179045,78833534.08,78833534,120837902,25908627
2021-10-16T00:00:00Z,6.27550560,6.38719818,6.09965446,6.14762308,230807566.68,6.27378580,6.38459979,6.09748818,6.14545236,77859241.43,77859241,125537186,27411138
2021-10-15T00:00:00Z,6.08140563,6.45924794,5.93605398,6.27669528,420677927.47,6.07547127,6.45188103,5.93589695,6.26999889,143897926.84,143897926,230299858,46480142
2021-10-14T00:00:00Z,6.09632207,6.26816663,5.97268748,6.07787103,246712300.05,6.09529322,6.26676524,5.96834204,6.07577410,86092880.23,86092880,130154544,30464875
2021-10-13T00:00:00Z,5.92226981,6.31222490,5.60456167,6.08926436,396257307.30,5.91901038,6.31207691,5.60476170,6.08906882,143984947.06,143984947,206362705,45909654
2021-10-12T00:00:00Z,6.17610918,6.17610918,5.62409644,5.92341690,352798784.54,6.17390266,6.17390266,5.61541364,5.92133596,126111229.20,126111229,183150182,43537372
2021-10-11T00:00:00Z,6.33797437,6.57458680,6.01740390,6.18146410,300079988.35,6.33213377,6.57434095,6.01301088,6.17674262,112236769.25,112236769,150796657,37046561
2021-10-10T00:00:00Z,6.94404657,6.95670010,6.28792765,6.33905111,341486927.77,6.94286136,6.95528792,6.28340589,6.33370342,120755006.67,120755006,177972333,42759587
2021-10-09T00:00:00Z,6.47546079,7.01760622,6.38217457,6.94516719,379520380.49,6.46898240,7.01460769,6.37764411,6.94383136,136913370.01,136913370,197277822,45329188
2021-10-08T00:00:00Z,6.51744986,6.87556761,6.37131460,6.47324425,390369316.97,6.51356897,6.87128118,6.35708769,6.46840819,138613692.78,138613692,208885947,42869676
2021-10-07T00:00:00Z,6.42105824,6.58757422,6.17331250,6.51644208,429607119.06,6.41782635,6.58387110,6.16927574,6.51340056,152186020.32,152186020,226985322,50435776
2021-10-06T00:00:00Z,6.74275007,7.00250574,6.17718009,6.42479363,637848120.40,6.74100004,7.00943505,6.18062673,6.42170922,230963571.00,230963571,334516097,72368452
2021-10-05T00:00:00Z,6.02632338,6.91289329,6.00884434,6.74013937,708255324.23,6.01973751,6.90912203,6.00988059,6.73605369,248779709.61,248779709,386788844,72686770
2021-10-04T00:00:00Z,6.12420809,6.13847331,5.72613498,6.02953443,354045403.30,6.12159336,6.13654549,5.72277178,6.02567529,121370549.32,121370549,185923352,46751501
2021-10-03T00:00:00Z,6.05362969,6.25593511,5.89566173,6.12255284,329430138.49,6.05046346,6.25230125,5.89410753,6.11968178,109173638.04,109173638,178742292,41514207
2021-10-02T00:00:00Z,5.98265582,6.29121013,5.86944708,6.05325058,506799236.97,5.98162630,6.28944046,5.87196141,6.04924127,178233775.25,178233775,272964203,55601258
2021-10-01T00:00:00Z,5.05286534,6.06089267,5.01466987,5.97294807,559641962.75,5.05004302,6.05939021,5.02152039,5.97269058,198765342.33,198765342,300199334,60677285
2021-09-30T00:00:00Z,4.83242492,5.09887907,4.81479063,5.05475223,248773238.03,4.83123284,5.09688117,4.81557504,5.05161382,80865557.90,80865557,133377210,34530469
2021-09-29T00:00:00Z,4.69626758,4.98643289,4.67312296,4.83673633,279382358.82,4.69514390,4.98706720,4.67287453,4.83689607,96236147.16,96236147,143331685,39814525
2021-09-28T00:00:00Z,4.93034718,5.01135227,4.67597350,4.70326553,240489950.07,4.92928785,5.00731185,4.67422859,4.70131159,82983347.23,82983347,126937858,30568744
2021-09-27T00:00:00Z,5.10766379,5.29437049,4.92062889,4.93500871,262659596.63,5.10710550,5.29070370,4.91893982,4.93432494,86513995.82,86513995,140497074,35648526
2021-09-26T00:00:00Z,5.11055738,5.26765670,4.77774212,5.11037807,418886206.65,5.10606269,5.26490609,4.77678658,5.10685342,130206415.02,130206415,235258172,53421618
2021-09-25T00:00:00Z,5.19289561,5.29163115,5.02461509,5.11155532,288171195.41,5.19087263,5.29055203,5.02529985,5.10988187,91398269.87,91398269,157904144,38868781
2021-09-24T00:00:00Z,5.71389529,5.76691969,4.92480265,5.19494738,476703448.17,5.71254026,5.76182204,4.92435497,5.19410729,163734870.96,163734870,252449710,60518866
2021-09-23T00:00:00Z,5.58713162,5.85794853,5.41308583,5.71336139,379530306.73,5.58462785,5.85780538,5.41390519,5.71336853,129022973.50,129022973,204317105,46190228
2021-09-22T00:00:00Z,5.02819400,5.70243717,4.97582156,5.59074639,426668801.85,5.02345231,5.70118226,4.97925573,5.58792532,152049356.55,152049356,217428221,57191224
2021-09-21T00:00:00Z,5.16776019,5.65895032,4.74436765,5.02389531,669971694.95,5.16163506,5.65226852,4.73711778,5.01923974,224811559.16,224811559,372053071,73107063
2021-09-20T00:00:00Z,6.10686738,6.10686738,4.96127087,5.16892678,642190032.76,6.10474562,6.10474562,4.95895689,5.16596140,218696110.38,218696110,348473009,75020912
2021-09-19T00:00:00Z,6.37958412,6.37958412,5.96669197,6.10874554,232511822.47,6.37620606,6.37620606,5.96945000,6.10933269,71201666.64,71201666,132668030,28642125
2021-09-18T00:00:00Z,6.33322526,6.59337893,6.24353811,6.37956003,225814343.74,6.32900789,6.58948576,6.24039341,6.37595510,71858690.48,71858690,124523262,29432390
2021-09-17T00:00:00Z,6.66080639,6.71325085,6.24347420,6.33897817,273873765.06,6.65898972,6.70930732,6.23819264,6.33522900,91808503.62,91808503,149114549,32950712
2021-09-16T00:00:00Z,6.87580134,6.91231928,6.47504658,6.67105916,319579520.00,6.87338386,6.91029794,6.47272550,6.66850278,101776163.25,101776163,179557400,38245956
2021-09-15T00:00:00Z,6.47798560,7.14088885,6.47449307,6.87314283,567851376.02,6.47335586,7.14060365,6.47335586,6.86965471,176001151.86,176001151,334832041,57018182
2021-09-14T00:00:00Z,6.13323956,6.49397108,6.08931876,6.47343921,338090138.62,6.13226616,6.49507489,6.09151177,6.47509592,108439221.89,108439221,190660007,38990909
2021-09-13T00:00:00Z,6.59915400,6.64835401,5.72707923,6.13325547,458345796.86,6.59686042,6.64215976,5.72228203,6.12904424,148252046.54,148252046,260962595,49131154
2021-09-12T00:00:00Z,6.46732785,6.87860488,6.28357094,6.59990288,398205793.96,6.46358526,6.89753563,6.28304159,6.59751201,131722624.89,131722624,201589047,64894121
2021-09-11T00:00:00Z,6.47291317,6.69864735,6.32912664,6.46636629,340470199.96,6.46542727,6.69549098,6.32419336,6.46304784,112043773.81,112043773,171121213,57305212
2021-09-10T00:00:00Z,7.00684906,7.32087364,6.29849820,6.48074255,575127370.63,7.00325357,7.31109259,6.29119453,6.47140637,187842912.52,187842912,308601427,78683030
2021-09-09T00:00:00Z,6.82605140,7.42769697,6.56474808,6.99207166,828649432.62,6.81320749,7.42686319,6.56202607,6.98857307,271318642.36,271318642,451391478,105939311
2021-09-08T00:00:00Z,7.05986347,7.19724191,6.16764369,6.83636907,1071943685.09,7.05950544,7.19771051,6.17070081,6.83873592,359432374.63,359432374,553797336,158713973
2021-09-07T00:00:00Z,9.19917345,9.19917345,6.36225696,7.04034574,137423495.11,9.22771203,9.22771203,6.36953130,7.04235213,61350222.75,61350222,71273415,4799856
2021-09-06T00:00:00Z,8.18492129,9.62883110,7.92926168,9.22857023,162353559.74,8.20304979,9.66857822,7.97922373,9.23968136,44349802.05,44349802,109063501,8940256
2021-09-05T00:00:00Z,7.52967937,8.27879627,7.43117038,8.18506514,684412181.11,7.52612937,8.28456420,7.43557410,8.19067235,210664387.57,210664387,404349503,69398289
2021-09-04T00:00:00Z,7.26335788,7.72936485,7.21015187,7.52727948,474713336.53,7.26237373,7.72713475,7.20833106,7.52535657,150367036.70,150367036,273202235,51144064
2021-09-03T00:00:00Z,7.03309707,7.36949501,6.91643882,7.26257469,400204175.01,7.03063841,7.37043260,6.91514583,7.26288694,122182210.13,122182210,226266478,51755486
2021-09-02T00:00:00Z,7.11579824,7.25481146,6.89595105,7.02870035,340523365.44,7.11516178,7.25649556,6.89366693,7.02651393,112372526.71,112372526,184435039,43715798
2021-09-01T00:00:00Z,6.67286483,7.20451387,6.53364952,7.11414456,411384050.68,6.67114496,7.20834176,6.53705626,7.11400428,146518144.93,146518144,216458335,48407570
2021-08-31T00:00:00Z,6.59782848,6.78099108,6.42555685,6.66783526,335019423.80,6.59401099,6.78131191,6.42345235,6.66535159,107290737.32,107290737,182423544,45305142
2021-08-30T00:00:00Z,6.92666285,6.93885636,6.51289967,6.59743519,294373823.85,6.92501119,6.93576279,6.50841783,6.59375015,92227937.70,92227937,161098510,41047376
2021-08-29T00:00:00Z,6.93178731,7.09774346,6.75291255,6.92853978,341763313.41,6.93123384,7.09951310,6.75159561,6.92715761,110650259.14,110650259,178585484,52527570
2021-08-28T00:00:00Z,6.96114858,6.98113897,6.72278047,6.92893313,214296788.32,6.96205805,6.97882486,6.72070118,6.92869185,69663811.78,69663811,111636057,32996918
2021-08-27T00:00:00Z,6.53934835,6.97728801,6.32933104,6.94731717,383750960.63,6.53748930,6.97879707,6.33510426,6.94779188,128978177.62,128978177,199527068,55245714
2021-08-26T00:00:00Z,7.21878500,7.27392755,6.38465847,6.54521407,413713366.51,7.21910815,7.27149634,6.38242785,6.54344905,143735548.81,143735548,215846829,54130988
2021-08-25T00:00:00Z,7.07116247,7.33701158,6.75690362,7.21320529,489112082.02,7.07039463,7.33858944,6.76162383,7.21378878,177329584.34,177329584,246866208,64916289
2021-08-24T00:00:00Z,7.83809054,8.13126316,6.90637602,7.05911747,670849077.65,7.83853534,8.12649630,6.90113205,7.05769343,232883291.72,232883291,359497786,78467999
2021-08-23T00:00:00Z,7.35342162,7.92583091,7.30415219,7.83011239,563463825.60,7.35149126,7.92410137,7.30321084,7.83170410,195767273.74,195767273,295597261,72099290
2021-08-22T00:00:00Z,7.27754611,7.54768634,7.07141296,7.35192758,369204788.45,7.27685767,7.54474299,7.06598052,7.35179720,122190506.43,122190506,199008922,48005359
2021-08-21T00:00:00Z,7.28264627,7.69295003,7.12701736,7.27581119,471824570.94,7.28237707,7.69308729,7.12524811,7.27451875,160943243.60,160943243,253087263,57794063
